age,backhand,birthplace,f_name,finals_career,ht,l_hand,l_name,loss_career,prize_career,rank_2020,rank_career,titles_career,win_career,wt,yr_pro
29,Two-Handed Backhand,Japan,Shunrou,0,(173cm),Right-Handed,Takeshima,0,20308.0,1580,1102,0,0,(60kg),
20,Two-Handed Backhand,,Adria,0,,Right-Handed,Soriano Barrera,0,902.0,1580,1579,0,0,,
21,,,Igor,0,,,Solomatin,0,854.0,1580,1579,0,0,,
20,,,Barnaby,0,,,Smith,0,4440.0,1580,1381,0,0,,
21,Two-Handed Backhand,Australia,Stefan,0,(183cm),Left-Handed,Skadarka,0,3860.0,1580,1140,0,0,(74kg),
19,,,Macsen,0,,,Sisam,0,786.0,1580,1316,0,0,,
18,,,Aly,0,,,Shokeir,0,408.0,1580,1579,0,0,,
23,,,Joshua,0,,,Sheehy,0,312.0,1580,1579,0,0,,
22,,Colombia,Carlos Andres,0,,,Sepulveda Navarro,0,1820.0,1580,1579,0,0,,
30,Unknown Backhand,,Rene,0,,Left-Handed,Schulte,0,2481.0,1580,1579,0,0,,
20,,,Julian,0,,,Schubert,0,312.0,1581,1579,0,0,,
23,,,Philipp,0,,,Schroll,0,9534.0,1580,1128,0,0,,
21,,,Alejandro,0,,,Reguant,0,1098.0,1580,1579,0,0,,
25,Unknown Backhand,,Jean-Jacques,0,,Left-Handed,Rakotohasy,1,696.0,1580,1579,0,2,,
21,,,Lilian,0,,,Prod'Homme,0,1274.0,1580,1579,0,0,,
16,,,Stefan,0,,,Popovic,0,258.0,1580,1579,0,0,,
21,,,Luke,0,,,Phillips,0,258.0,1580,1579,0,0,,
18,,,Alessandro,0,,,Pecci,0,258.0,1580,1579,0,0,,
25,,,Jun Sang,0,,,Park,0,1600.0,1580,1579,0,0,,
24,Two-Handed Backhand,,Cosmin,0,,Right-Handed,Ontica,0,3320.0,1580,1359,0,0,,
21,,,Eric Jr.,0,,,Olivarez,0,258.0,1584,1579,0,0,,
22,Two-Handed Backhand,USA,Eduardo,0,,Right-Handed,Nava,0,6718.0,1580,905,0,0,,
18,,,Finn,0,,,Murgett,0,526.0,1580,1579,0,0,,
19,,,Oscar,0,,,Moraing,0,770.0,1580,1579,0,0,,
17,Two-Handed Backhand,South Africa,Khololwam,0,(0cm),Right-Handed,Montsi,0,27932.0,1580,1579,0,0,(56kg),
16,,,Elmer,0,,,Moller,0,430.0,1580,1579,0,0,,
18,,,Javier,0,,,Molino,0,1286.0,1580,1448,0,0,,
25,,,Plamen,0,,,Milushev,0,7559.0,1580,955,0,0,,
16,,,Hamad,0,,,Medjedovic,0,354.0,1580,1579,0,0,,
27,Two-Handed Backhand,Slovakia,Juraj,0,(191cm),Right-Handed,Masar,0,19728.0,1580,608,0,0,(80kg),
24,,,Oscar,0,,,Mancineiras Cornella,0,6234.0,1580,1374,0,0,,
18,,,Maurus,0,,,Malgiaritta,0,312.0,1580,1579,0,0,,
22,,,Lucas,0,,,Luini,0,366.0,1604,1579,0,0,,
22,,,Daniel,0,,,Little,0,590.0,1580,1579,0,0,,
34,,,Hyung-Chan,0,,,Lim,0,11673.0,1580,1022,0,0,,
16,,,Alejandro,0,,,Licea,0,312.0,1604,1579,0,0,,
17,,,Timo,0,,,Legout,0,258.0,1580,1579,0,0,,
19,,,Raphael,0,,,Lambling,0,568.0,1580,1579,0,0,,
21,,,Hayato,0,,,Kudo,0,366.0,1580,1579,0,0,,
21,,,Herman,0,,,Knoop,0,258.0,1580,1579,0,0,,
20,,,Igor,0,,,Karpovets,0,1502.0,1580,1579,0,0,,
33,Unknown Backhand,,Yannick,0,,Right-Handed,Jankovits,0,143661.0,1580,226,0,0,(72kg),
19,,,Gunjan,0,,,Jadhav,0,684.0,1662,1579,0,0,,
23,Two-Handed Backhand,,Samuel,0,,Right-Handed,Hodor,0,3980.0,1580,1514,0,0,,
19,,,Cameron,0,,,Henricy Trigolos,0,528.0,1580,1579,0,0,,
17,,,Adam,0,,,Heinonen,0,672.0,1580,1579,0,0,,
17,,,Alvaro,0,,,Guillen Meza,0,926.0,1580,1579,0,0,,
34,Unknown Backhand,,Claudio,0,(180cm),Right-Handed,Grassi,0,146565.0,1580,300,0,0,(80kg),2003
17,,,Biagio,0,,,Gramaticopolo,0,258.0,1580,1579,0,0,,
17,,,Mateo,0,,,Gomez,0,398.0,1580,1579,0,0,,
20,,,Teodor,0,,,Giusca,0,3392.0,1580,1357,0,0,,
19,,,Bradley,0,,,Frye,0,588.0,1580,1579,0,0,,
20,,,Johannes,0,,,Fleischmann,0,362.0,1580,1579,0,0,,
17,,,Reece,0,,,Falck,0,312.0,1580,1579,0,0,,
25,,,Linus,0,,,Erhart,0,294.0,1580,1579,0,0,,
23,,,Blazo N,0,,,Djurovic,0,920.0,1580,1579,0,0,,
18,,,Andrew,0,,,Dale,0,430.0,1580,1579,0,0,,
21,Two-Handed Backhand,Montenegro,Rrezart,0,(173cm),Right-Handed,Cungu,0,8597.0,1580,810,0,0,(70kg),
20,,,Brian,0,,,Cernoch,0,1594.0,1580,1579,0,0,,
17,,,Luigi,0,,,Castelletti,0,258.0,1580,1579,0,0,,
26,One-Handed Backhand,Italy,Alberto,0,(175cm),Right-Handed,Cammarata,0,16634.0,1580,869,0,0,(77kg),
19,,,Emilien,0,,,Burnel,0,430.0,1580,1579,0,0,,
23,,,Lilian,0,,,Breut,0,430.0,1580,1579,0,0,,
18,,,Blu,0,,,Baker,0,420.0,1580,1579,0,0,,
26,,,Japheth Anwasiba,0,,,Bagerbaseh,0,354.0,1580,1579,0,0,,
18,,,Baptiste,0,,,Anselmo,0,570.0,0,1448,0,0,,
25,,,Austin Ansari,0,,,Ansari,0,258.0,1580,1579,0,0,,
17,,,Pablo,0,,,Alemany,0,258.0,1580,1579,0,0,,
22,Two-Handed Backhand,Morocco,Amine,0,(185cm),Right-Handed,Ahouda,7,42388.0,1580,668,0,3,(76kg),2013
17,,,Valerio,0,,,Aboian,0,258.0,1580,1579,0,0,,
24,Two-Handed Backhand,,Linus,0,(196cm),Right-Handed,Frost,0,13498.0,1576,650,0,0,(92kg),
21,Two-Handed Backhand,,Daniel,0,(183cm),Right-Handed,Batista,0,9713.0,1576,915,0,0,(73kg),
21,,,Anze,0,,,Arh,0,7210.0,1576,1247,0,0,,
23,,,Shahar,0,,,Elbaz,0,18690.0,1573,1026,0,0,,
25,Two-Handed Backhand,Chile,Esteban,0,(183cm),Left-Handed,Bruna,0,18778.0,1573,1106,0,0,(80kg),
24,Two-Handed Backhand,,Gregorio,0,(198cm),Right-Handed,Cordonnier,0,16568.0,1571,1003,0,0,(80kg),
26,Two-Handed Backhand,,Boris,0,(185cm),Right-Handed,Arias,1,37188.0,1571,1065,0,1,(76kg),
19,,,Leopold,0,,,Zima,0,3506.0,1565,1421,0,0,,
24,Two-Handed Backhand,,Dominik,0,(191cm),Right-Handed,Recek,0,6083.0,1565,1507,0,0,(80kg),
24,,,Worovin,0,,,Kumthonkittikul,0,4510.0,1565,1292,0,0,,
25,Two-Handed Backhand,,Sherif,0,,Right-Handed,Abohabaga,0,928.0,1580,1436,0,0,,
23,,,Pedro,0,,,Iamachkine,0,4638.0,1573,1469,0,0,,
19,One-Handed Backhand,Australia,Matthew,0,(191cm),Right-Handed,Dellavedova,0,11196.0,1565,1080,0,0,(81kg),
26,Unknown Backhand,Florida,Skyler,0,(178cm),Right-Handed,Butts,0,13007.0,1565,1147,0,1,(79kg),
21,,,Nicolas,0,,,Bruna,0,3808.0,1565,1555,0,0,,
25,Two-Handed Backhand,,Or,0,(180cm),Right-Handed,Ram-Harel,0,26618.0,1554,557,0,0,(75kg),
26,One-Handed Backhand,Guatemala,Kent,0,(191cm),Right-Handed,Tagashira,0,9477.0,1556,1555,0,0,(84kg),
22,,,David,0,,,Szintai,1,12225.0,1545,1052,0,0,,
23,Two-Handed Backhand,Japan,Ken,0,(170cm),Right-Handed,Onishi,0,23926.0,1556,684,0,0,(67kg),
21,Two-Handed Backhand,,Arvid,0,(185cm),Right-Handed,Nordquist,0,3688.0,1556,1550,0,0,(84kg),
23,Two-Handed Backhand,,Dominik,0,,Left-Handed,Nazaruk,0,7135.0,1556,1295,0,0,,
25,Two-Handed Backhand,,Ricardo David,0,(147cm),Right-Handed,Mayagoitia,0,3690.0,1556,1497,0,0,(70kg),
28,Unknown Backhand,,Mousheg,0,(180cm),Right-Handed,Hovhannisyan,0,17569.0,1556,954,0,0,(80kg),
19,,,William,0,,,Grant,0,2562.0,1556,1425,0,0,,
19,Two-Handed Backhand,Switzerland,Lukas,0,(180cm),Right-Handed,Hellum-Lilleengen,0,20008.0,1554,1479,0,0,(75kg),2019
27,Two-Handed Backhand,,Pavle,0,(198cm),Right-Handed,Daljev,0,6188.0,1543,1291,0,0,(88kg),
,Two-Handed Backhand,,Christian,0,(206cm),Right-Handed,Seraphim,0,15108.0,1530,542,0,0,(93kg),
26,,,Rowland,0,,,Phillips,0,6040.0,1556,1269,0,0,,
18,,,Nemanja,0,,,Malesevic,0,3349.0,1545,1471,0,0,,
20,Unknown Backhand,,Kai,0,,Right-Handed,Lemstra,0,10860.0,1530,1261,0,0,,
19,,,Admir,0,,,Kalender,0,5384.0,1545,1536,0,0,,
24,,,Alexander,0,,,Jhun,0,13383.0,1545,1034,0,0,,
24,,,Vladimir,0,,,Filip,0,13338.0,1545,1304,0,0,,
24,,,Sebastian,0,,,Eguez,0,4298.0,1545,1536,0,0,,
19,,,Gleb,0,,,Blekher,0,1646.0,1545,1497,0,0,,
19,Two-Handed Backhand,France,Maxence,0,(183cm),Right-Handed,Beauge,0,12048.0,1387,1059,0,0,(70kg),
21,,,Mousa,0,,,Alkotop,0,3786.0,1545,1544,0,0,,
24,Unknown Backhand,USA,Hillel,0,,Right-Handed,Rousseau,4,3310.0,1543,1526,0,0,,
20,,,Leonardo,0,,,Taddia,0,3010.0,1530,1517,0,0,,
23,,,Nicholas,0,,,Shamma,0,4072.0,1530,1481,0,0,,
20,,,Frane,0,,,Nincevic,0,3378.0,1530,1530,0,0,,
23,Two-Handed Backhand,Thailand,Jirat,0,(175cm),Right-Handed,Navasirisomboon,2,22700.0,1530,816,0,4,(60kg),
19,,,Michal,0,,,Mikula,0,5680.0,1530,1417,0,0,,
19,,,Riccardo,0,,,Di Nocera,0,3616.0,1530,1530,0,0,,
22,,,Paolo,0,,,Dagnino,0,4214.0,1530,1387,0,0,,
24,,,Andrea,0,,,Borroni,0,7938.0,1530,1324,0,0,,
20,Two-Handed Backhand,,Finn,0,(180cm),Right-Handed,Bass,0,13182.0,1530,756,0,0,(80kg),
17,,,Pedro,0,,,Araujo,0,2722.0,1530,1371,0,0,,
19,,,Mate,0,,,Voros,0,2240.0,1530,1517,0,0,,
25,One-Handed Backhand,Latvia,Janis,0,(193cm),Left-Handed,Podzus,9,22639.0,1521,675,0,0,(88kg),
29,Two-Handed Backhand,England,Neil,0,(188cm),Right-Handed,Pauffley,0,78663.0,1521,406,0,0,(80kg),
24,One-Handed Backhand,,William,0,(183cm),Right-Handed,Ma,0,5899.0,1521,1471,0,0,(85kg),
22,Two-Handed Backhand,,Clement,0,(191cm),Right-Handed,Larriere,0,18621.0,1855,806,0,0,(83kg),
21,Two-Handed Backhand,,Grigoriy,0,,Right-Handed,Korobeynikov,0,3362.0,1521,1517,0,0,,
24,,,Patrick,0,,,Foley,0,3696.0,1521,1271,0,0,,
27,Two-Handed Backhand,Argentina,Luciano,0,(180cm),Right-Handed,Doria,0,16191.0,1521,1005,0,0,(78kg),
22,,,Martin,0,,,Dimitrov,0,4282.0,1521,1336,0,0,,
22,Two-Handed Backhand,,Andres Gabriel,0,(175cm),Right-Handed,Ciurletti,0,10942.0,1521,1220,0,0,(72kg),
25,Two-Handed Backhand,,Riaan,0,,Right-Handed,Du Toit,0,9220.0,1519,1271,0,0,,
26,,,Ameur,0,,,Ben Hassen,0,13156.0,1519,1289,0,0,,
19,Two-Handed Backhand,,Emilien,0,(178cm),Right-Handed,Voisin,0,3401.0,1595,1465,0,0,(72kg),
34,,,Ranjeet,0,,,Virali-Murugesan,2,81682.0,1497,417,0,0,,
29,Two-Handed Backhand,,Glenn,0,(0cm),Right-Handed,Smits,0,17457.0,1353,1353,0,0,(90kg),
21,,,Fletcher,0,,,Scott,0,1324.0,1497,1468,0,0,,
19,,,Martins,0,,,Rocens,0,3878.0,1497,1495,0,0,,
19,,,Neel,0,,,Rajesh,0,1920.0,1497,1495,0,0,,
25,Two-Handed Backhand,,Joao Marcos,0,(178cm),Right-Handed,Nusdeo,0,2496.0,1497,1468,0,0,(72kg),
20,,,Sebastian,0,,,Murillo,0,2232.0,1497,1495,0,0,,
16,,,Giovanni,0,,,Mpetshi Perricard,0,1686.0,1497,1495,0,0,,
24,One-Handed Backhand,France,Tristan,0,(185cm),Right-Handed,Meraut,0,9846.0,1353,813,0,0,(80kg),
18,,,Peter,0,,,Makk,0,2481.0,1497,1495,0,0,,
24,,,Kevin,0,,,Major,0,1356.0,1497,1495,0,0,,
32,Two-Handed Backhand,,Michael,0,(188cm),Right-Handed,Look,0,65437.0,1497,323,0,0,(73kg),
22,Two-Handed Backhand,,Arturs,0,,Right-Handed,Lazdins,1,11760.0,1497,1234,0,0,,
22,One-Handed Backhand,,Hugo,0,(188cm),Right-Handed,Largo,0,11940.0,1497,1008,0,0,(83kg),
19,,,Giuseppe,0,,,La Vela,0,2158.0,1497,1495,0,0,,
20,,,Maxim,0,,,Krapivin,0,2094.0,1503,1493,0,0,,
20,Unknown Backhand,,Niccolo,0,,Right-Handed,Inserra,0,3910.0,1497,1380,0,0,,
24,,,Hasan,0,,,Ibrahim,0,2830.0,1497,1182,0,0,,
21,,,Michael,0,,,Gloeckler,0,1820.0,1497,1351,0,0,,
31,Two-Handed Backhand,Ecuador,Ivan,0,,Right-Handed,Endara,9,125274.0,1497,367,0,5,(75kg),
,,,Damien,0,,,Bayard,0,7506.0,1497,840,0,0,,
18,,,Jiri,0,,,Barnat,0,3120.0,1497,1495,0,0,,
20,Two-Handed Backhand,,Daniel,0,,Right-Handed,Paty,0,2324.0,1494,1459,0,0,,
18,,,Marco,0,,,Furlanetto,0,1158.0,1494,1494,0,0,,
21,,,Valentin,0,,,Vacherot,0,9916.0,1467,773,0,0,,
18,,,Mark,0,,,Tryakshin,0,1054.0,1467,1465,0,0,,
20,,,Noah,0,,,Thurner,0,882.0,1467,1465,0,0,,
24,Two-Handed Backhand,Romania,Luca George,0,(191cm),Right-Handed,Tatomir,0,21367.0,1467,766,0,0,(81kg),
28,Unknown Backhand,,Jakob,0,(193cm),Right-Handed,Sude,0,43099.0,1455,686,0,0,(88kg),
20,,,Roland,0,,,Stuurman,0,2538.0,1467,1465,0,0,,
20,,,Antonin,0,,,Stepanek,0,4680.0,1467,1234,0,0,,
18,,,Danil,0,,,Spasibo,0,1554.0,1467,1451,0,0,,
17,,,Dylan,0,,,Salton,0,990.0,1467,1465,0,0,,
19,,,Alvaro,0,,,Saez-Royuela Ariza,0,1990.0,1467,1465,0,0,,
20,Two-Handed Backhand,USA,Alexandre,0,(183cm),Right-Handed,Rotsaert,0,4724.0,1467,1265,0,0,(77kg),
24,Two-Handed Backhand,Italy,Giovanni,0,(178cm),Right-Handed,Rizzuti,0,16264.0,1467,1028,0,0,(75kg),
19,,,Mihailo,0,,,Popovic,0,978.0,1467,1465,0,0,,
18,,,Minjong,0,,,Park,1,1734.0,1467,1348,0,0,,
28,Two-Handed Backhand,,Victor,0,(173cm),Right-Handed,Nunez,0,24945.0,1467,930,0,0,(90kg),
23,Two-Handed Backhand,Colombia,Daniel,0,,Right-Handed,Mora,0,13573.0,1467,992,0,0,(70kg),
18,,,Filip,0,,,Misolic,0,828.0,1467,1451,0,0,,
21,Two-Handed Backhand,,Takuya,0,(175cm),Right-Handed,Kumasaka,0,1802.0,1473,1465,0,0,(72kg),
22,,,Jason,0,,,Kros,0,1248.0,1467,1467,0,0,,
24,,,Stephen,0,,,Kaldawi,0,3866.0,1467,1465,0,0,,
24,,,Chayanon,0,,,Kaewsuto,0,12498.0,1497,1117,0,0,,
20,Two-Handed Backhand,,Jiri,0,,Right-Handed,Jenicek,0,4043.0,1467,1143,0,0,,
21,,,Edward,0,,,Hubner,0,3024.0,1467,1380,0,0,,
20,,,Joshua,0,,,Howard-Tripp,0,2733.0,1467,1120,0,0,,
21,,,George,0,,,Houghton,0,3931.0,1467,1157,0,0,,
20,,,Pasquale,0,,,De Giorgio,0,4518.0,1467,1442,0,0,,
22,,,Franco,0,,,Capalbo,0,18185.0,1467,803,0,0,,
23,,,Alexander,0,,,Boborykin,0,19878.0,1467,919,0,0,,
17,,,Radu Mihai,0,,,Papoe,0,1106.0,1493,1448,0,0,,
32,Unknown Backhand,Belgium,Niels,0,(191cm),Right-Handed,Desein,3,412570.0,0,154,0,0,(85kg),2007
19,,,Christian Didier,0,,,Chin,0,2451.0,1465,1440,0,0,,
21,,,Federico,0,,,Campana,0,1620.0,1494,1460,0,0,,
21,,,Tamaki,0,,,Yamao,0,1350.0,1479,1451,0,0,,
18,,,Luciano,0,,,Tacchi,0,1614.0,1455,1368,0,0,,
23,Two-Handed Backhand,,Artur,0,(170cm),Right-Handed,Shakhnubaryan,0,11408.0,1455,711,0,0,(68kg),
26,,,Prithvi,0,,,Sekhar,0,1512.0,1455,1451,0,0,,
19,,,Loris,0,,,Pourroy,0,1290.0,1437,1437,0,0,,
18,,,Kristof,0,,,Minarik,0,876.0,1455,1450,0,0,,
24,Two-Handed Backhand,,Davide,0,,Right-Handed,Albertoni,0,4190.0,1455,1342,0,0,,
17,,,Alexander,0,,,Gaponenko,0,1314.0,1466,1326,0,0,,
20,,,Andres,0,,,Fernandez Canovas,0,10480.0,0,915,0,0,,
18,,,Ilarion,0,,,Danilchenko,0,1236.0,1450,1446,0,0,,
21,,,Vuk,0,,,Budic,0,1232.0,1450,1445,0,0,,
23,,,Rodrigo,0,,,Banzer,1,5850.0,1450,902,0,1,,
29,One-Handed Backhand,,Bastian,0,(188cm),Right-Handed,Trinker,2,101527.0,1437,241,0,1,(83kg),
28,Two-Handed Backhand,,Yannik,0,,Right-Handed,Reuter,0,172285.0,1437,195,0,0,,
16,,,Luca,0,,,Nardi,0,1618.0,1437,1424,0,0,,
18,Two-Handed Backhand,,Christian,0,,Right-Handed,Lerby,0,714.0,1437,1436,0,0,,
19,Two-Handed Backhand,,Cleeve,0,(178cm),Right-Handed,Harper,0,810.0,1437,1436,0,0,(78kg),
20,,,Eric,0,,,Hadigian,0,894.0,1437,1436,0,0,,
18,,,Luciano,0,,,Darderi,0,1490.0,1437,1436,0,0,,
26,Two-Handed Backhand,Pakistan,Ahmed,0,(170cm),Right-Handed,Choudhary,0,2962.0,1437,1356,0,0,(66kg),
19,,,Santiago,0,,,Bramajo,0,1656.0,1437,1436,0,0,,
17,,,Max,0,,,Basing,0,516.0,1437,1437,0,0,,
19,,,Demetris,0,,,Azoides,0,782.0,1437,1436,0,0,,
17,,,Juan Sebastian,0,,,Zabala Vargas,0,1092.0,1429,1427,0,0,,
19,Two-Handed Backhand,,Hikaru,0,(168cm),Right-Handed,Shiraishi,0,1214.0,1429,1427,0,0,(60kg),
26,,,Sergey,0,,,Shipilov,0,14922.0,1429,999,0,0,,
27,One-Handed Backhand,Italy,Davide,0,(175cm),Right-Handed,Pontoglio,0,10921.0,1429,943,0,0,(68kg),
23,,,Hugo,0,,,Pierre,0,2102.0,1429,1429,0,0,,
27,Two-Handed Backhand,Germany,Lukas,0,(175cm),Right-Handed,Ollert,0,25226.0,1415,655,0,0,(70kg),
31,Two-Handed Backhand,Switzerland,Yann,0,(173cm),Right-Handed,Marti,5,166960.0,1429,200,0,2,(74kg),
24,Two-Handed Backhand,China,Jianhui,0,(183cm),Right-Handed,Li,0,6702.0,1429,1379,0,0,(70kg),
21,,,Jacob,0,,,Brumm,0,1528.0,1429,1333,0,0,,
18,,,Faris,0,,,Zakaryia,0,438.0,1415,1415,0,0,,
21,Two-Handed Backhand,Lithuania,Robertas,0,,Right-Handed,Vrzesinski,0,3258.0,1415,1160,0,0,,
21,,,Jake,0,,,Van Emburgh,0,1012.0,1415,1415,0,0,,
30,,,Issam Haitham,0,,,Taweel,5,68598.0,1415,635,0,2,,
18,,,George,0,,,Stoupe,0,492.0,1415,1415,0,0,,
30,Unknown Backhand,USA,Wil,0,(183cm),Right-Handed,Spencer,0,34335.0,1415,478,0,0,(69kg),
26,Two-Handed Backhand,,Jeson,0,,Right-Handed,Patrombon,8,16224.0,1415,869,0,6,,
19,,,Ivailo,0,,,Keremedchiev,0,438.0,1415,1415,0,0,,
21,Unknown Backhand,,Luca,0,(180cm),Left-Handed,Keist,0,2048.0,1415,1415,0,0,(65kg),
20,Two-Handed Backhand,Colombia,Sergio Luis,0,(175cm),Right-Handed,Hernandez Ramirez,0,8156.0,1415,991,0,0,(68kg),
21,Two-Handed Backhand,,Loic,0,,Right-Handed,Cloes,0,3288.0,1415,1339,0,0,,
28,,,Gianluca,0,,,Beghi,0,1438.0,1415,1415,0,0,,
18,,,Terence,0,,,Atmane,0,438.0,1415,1415,0,0,,
19,Two-Handed Backhand,,Agustin,0,,Right-Handed,Riquelme,0,7168.0,1411,1411,0,0,,
23,Two-Handed Backhand,,Andrej,0,(196cm),Right-Handed,Glvac,0,11168.0,1411,522,0,0,(78kg),
26,One-Handed Backhand,Argentina,Dante,0,(188cm),Right-Handed,Gennaro,0,51667.0,1408,445,0,0,(88kg),
19,Two-Handed Backhand,,Martin,0,(191cm),Right-Handed,Borisiouk,0,7998.0,1411,1172,0,0,(82kg),
18,,,Nicolas,0,,,Tepmahc,0,5734.0,1408,1223,0,0,,
21,Two-Handed Backhand,,Piotr,0,(188cm),Right-Handed,Matuszewski,0,18570.0,1406,763,0,0,(82kg),
19,Two-Handed Backhand,Morocco,Yassir,0,,Right-Handed,Kilani,1,4712.0,1408,1317,0,0,,
24,Unknown Backhand,,Anatoliy,0,,Right-Handed,Petrenko,0,11584.0,1401,1401,0,0,,
24,Two-Handed Backhand,,William,0,(183cm),Right-Handed,Griffith,0,6406.0,1401,636,0,0,(79kg),
20,Unknown Backhand,,Moritz,0,,Right-Handed,Thiem,0,7246.0,1313,1225,0,0,,
21,Two-Handed Backhand,,James,0,(183cm),Right-Handed,Ibrahim,0,4466.0,1401,1373,0,0,(72kg),
19,,,Mert,0,,,Alkaya,0,6720.0,1406,1356,0,0,,
23,Two-Handed Backhand,Switzerland,Yann,0,(185cm),Left-Handed,Wojcik,0,11911.0,1394,1078,0,0,(74kg),
21,Two-Handed Backhand,Russia,Alexander,0,(188cm),Right-Handed,Ovcharov,0,11238.0,1394,1179,0,0,(78kg),
19,,,Jake,0,,,Hersey,0,5798.0,1394,1394,0,0,,
22,Two-Handed Backhand,Australia,Jake,0,(188cm),Right-Handed,Delaney,0,24138.0,1394,768,0,0,(80kg),
20,,,Thanapet,0,,,Chanta,0,5730.0,1401,1162,0,0,,
23,Two-Handed Backhand,,Alessandro,0,(178cm),Right-Handed,Ceppellini,0,14797.0,1394,873,0,0,(70kg),
19,,,Kuzey,0,,,Cekirge,0,3184.0,1394,1394,0,0,,
24,One-Handed Backhand,Idaho,Luke Jacob,0,(191cm),Left-Handed,Gamble,0,8123.0,1385,1212,0,0,(95kg),
21,,,Amaury,0,,,Delmas,0,15755.0,1393,1218,0,0,,
19,,,Davide,0,,,Tortora,0,3300.0,1387,1387,0,0,,
19,,,Samuel,0,,,Puskar,0,3172.0,1394,1367,0,0,,
23,Unknown Backhand,,Alexander,0,,Right-Handed,Klintcharov,0,7946.0,1387,1192,0,0,,
27,Two-Handed Backhand,Russia,Anton,0,(185cm),Right-Handed,Chekhov,0,18865.0,1387,1154,0,0,(77kg),
29,Two-Handed Backhand,Colombia,Jose Daniel,0,(183cm),Right-Handed,Bendeck,0,24941.0,1387,1039,0,0,(76kg),
21,Two-Handed Backhand,,Ben,0,,Right-Handed,Jones,0,8166.0,1385,1292,0,0,,
32,Unknown Backhand,New Zealand,Mikal,0,,Right-Handed,Statham,1,34082.0,1379,711,0,1,,
19,,,Leonid,0,,,Sheyngezikht,0,1716.0,1379,1379,0,0,,
24,Two-Handed Backhand,Germany,Yvo,0,(185cm),Right-Handed,Panak,0,7967.0,1379,1314,0,0,(78kg),
27,,,Stefan,0,,,Micov,0,15773.0,1379,1214,0,0,,
19,Two-Handed Backhand,,Sheil,0,,Right-Handed,Kotecha,0,4212.0,1379,1205,0,0,,
18,Unknown Backhand,,Harry,0,,Right-Handed,Wendelken,0,1897.0,1377,1377,0,0,,
18,Two-Handed Backhand,New York,Ronald,0,(178cm),Right-Handed,Hohmann,0,3144.0,1381,1370,0,0,(70kg),
21,,,Zakhar,0,,,Trapeznikov,0,5528.0,1368,1262,0,0,,
19,Unknown Backhand,,Henri,0,,Right-Handed,Squire,0,4863.0,1521,1278,0,0,,
24,Two-Handed Backhand,,Thomas,0,(183cm),Right-Handed,Setodji,0,18143.0,1368,820,0,0,(83kg),
21,,,Alessandro,0,,,Procopio,0,2930.0,1368,1368,0,0,,
21,Two-Handed Backhand,,Alexandru Vasile,0,(180cm),Right-Handed,Manole,0,13704.0,1368,1041,0,0,(72kg),
18,,,Omni,0,,,Kumar,0,3560.0,1353,1034,0,0,,
23,Two-Handed Backhand,,Mats,0,(183cm),Right-Handed,Hermans,0,10380.0,1368,1368,0,0,(75kg),
18,,,Mauro,0,,,De Maio,0,1908.0,1368,1368,0,0,,
26,Two-Handed Backhand,Belarus,Aliaksandr,0,,Right-Handed,Bulitski,0,7213.0,1368,981,0,0,,
20,,,Vladislav,0,,,Melnic,0,9949.0,1365,978,0,0,,
24,,,Krittin,0,,,Koaykul,0,3576.0,1377,1365,0,0,,
24,Two-Handed Backhand,Japan,Yuichiro,0,(185cm),Right-Handed,Inui,0,8596.0,1265,1223,0,0,(75kg),
20,Two-Handed Backhand,Argentina,Juan Pablo,0,(183cm),Left-Handed,Grassi Mazzuchi,0,8102.0,1365,968,0,0,(73kg),
20,,,Xavier,0,,,Gabarro,0,2857.0,1365,1332,0,0,,
18,,,Logan,0,,,Zapp,0,2716.0,0,1351,0,0,,
22,,,Paul,0,,,Valsecchi,0,5936.0,1353,1353,0,0,,
,,,Andres,0,,,Urrea,0,3891.0,1353,1081,0,0,,
22,Two-Handed Backhand,,Joseph Imeh,0,,Right-Handed,Ubon,0,9731.0,1353,1353,0,0,,
26,Two-Handed Backhand,Michigan,Jordan,0,(183cm),Right-Handed,Parker,0,5730.0,1353,1210,0,0,(79kg),
25,Unknown Backhand,,Scott,0,,Right-Handed,Duncan,0,12287.0,1353,1274,0,0,,
22,,,Marco,0,,,De Rossi,0,4440.0,1353,1197,0,0,,
21,,,Mayeul,0,,,Darras,0,2712.0,1353,1353,0,0,,
27,,,Jatin,0,,,Dahiya,0,12650.0,1353,1077,0,0,,
24,,,Lorenzo,0,,,Brunetti,0,3658.0,1353,1148,0,0,,
,,,Tyler,0,,,Zink,0,4362.0,1858,1348,0,0,,
25,,,Alexandre,0,,,Peyrot,0,2724.0,1348,1344,0,0,,
20,Unknown Backhand,,Gian Marco,0,,Right-Handed,Ortenzi,0,2581.0,1348,1348,0,0,,
21,,,Tomohiro,0,,,Masabayashi,0,5184.0,1348,1348,0,0,,
18,,,Taiyo,0,,,Yamanaka,0,2018.0,1257,1252,0,0,,
19,,,Gilad,0,,,Tamar,0,3378.0,0,1341,0,0,,
28,,,David Agung,0,,,Susanto,12,23803.0,1341,732,0,6,,
20,,,Len,0,,,Schouten,0,2022.0,1369,1273,0,0,,
19,Unknown Backhand,,Benjamin,0,,Right-Handed,Niv,0,2834.0,1341,1341,0,0,,
